# epoch_start_s=1774192582
14.539,-1.0869676,2.3894134,9.653421,0.16773814,0.2904441,0.044499232,-3200,14080,-20738
14.658,-1.6352397,2.8634652,9.212888,0.1377611,0.25407198,-0.04330015,-7296,8448,-18690
14.774,-1.0510546,3.2010476,9.536105,0.03663859,0.22502756,-0.05435835,-11392,3072,-19202
14.889,-1.4341268,3.2465374,9.629479,0.03703828,0.13656202,0.01385605,-14464,0,-18690
15.004,-1.5059528,3.5003228,8.913613,-0.07527565,0.12243951,-0.026246556,-16512,-4608,-19971
15.120,-2.2218192,3.77805032,9.227253,-0.08020521,0.0495620232,-0.008393568,-18304,-7936,-22019
15.237,-1.8914193,4.0581716,9.165004,-0.12643644,0.03956968,-0.009992342,-19840,-10752,-21251
15.353,-2.4708162,4.197036,9.040505,-0.14642114,0.058754976,-0.01398928,-20864,-13056,-22531
15.468,-2.920926,4.51307,8.63828,-0.19132006,0.17413322,-0.011724349,-21120,-14592,-22531
15.582,-2.8993784,4.378995,9.14585,-0.13789433,0.26752832,-0.07074579,-22912,-15616,-24067
15.696,-3.59130268,4.5202528,8.868123,-0.380508432,0.1629418,-0.2098392,-24960,-15872,-25091
15.813,-3.9025488,4.285621,9.059659,-0.40755436,-0.06808116,-0.21396936,-28032,-12032,-25603
15.965,-3.3087866,2.6623524,8.525752,-0.34240428,0.019451762,0.013722817,-30336,-5888,-27139
16.082,-2.7940332,2.4540568,8.48984,-0.5719617,-0.15588054,-0.07580858,-32128,-2048,-27651
16.196,-2.657564,2.4349032,8.937555,-0.902375136,-0.019718224,-0.14388974,32128,4608,-27906
16.312,-3.98155732,1.9991584,9.8042552,-0.7747397,0.13296478,-0.025313934,31872,13568,-28418
16.429,-3.4500446,1.2904748,10.139444,-0.8084471,0.13536294,0.11391271,30592,20224,-29954
16.547,-3.86663584,0.20590134,9.552865,-0.86134,0.03956968,0.14082542,29568,29184,31230
16.663,-3.51229368,-0.89782568,9.847352,-1.1082175,-0.06581623,-0.07407656,29312,-25600,27902
16.779,-4.2880152,-1.86987152,9.916783,-0.6824104,-0.249941808,-0.06954671,31360,-12800,22014
16.896,-3.6152446,-2.0949266,10.081984,-0.48589432,-0.22622664,-0.25393876,-31104,-3584,17918
17.014,-2.3080104,-3.277662,9.41879,-0.3262833,-0.18519142,-0.09352833,-29312,512,15103
17.128,-2.0494366,-3.557784,9.576807,-0.51174116,-0.30989588,-0.189055132,-25984,3840,13311
17.247,-1.99437,-3.667917,9.425972,-0.7073247,-0.44938896,-0.176531384,-22400,8192,11519
17.365,-1.5993267,-3.857059,9.078813,-0.4222098,-0.41235068,-0.36172284,-18304,13568,8191
17.480,-1.5514428,-3.890578,8.911219,-0.47416996,-0.33201228,-0.1334977,-12928,16384,6911
17.597,-1.2114661,-4.292804,8.884883,-0.50334764,-0.3377412,-0.2047764,-10112,18944,3071
17.711,-0.6967127,-4.3622356,8.619126,-0.34320366,-0.35932464,-0.24701072,-6784,21504,1535
